age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown,no
55,management,married,tertiary,no,36,no,yes,cellular,22,jul,46,3,-1,0,unknown,no
32,admin.,married,secondary,no,2,yes,no,cellular,25,jul,132,5,-1,0,unknown,no
32,technician,single,tertiary,no,8047,yes,no,cellular,28,aug,16,13,-1,0,unknown,no
59,blue-collar,divorced,primary,no,1,no,yes,cellular,8,jul,214,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,193,yes,yes,unknown,26,may,258,1,-1,0,unknown,no
55,retired,married,primary,no,16432,no,no,cellular,14,aug,482,2,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,no,unknown,29,may,155,1,-1,0,unknown,no
38,self-employed,married,tertiary,no,327,yes,no,cellular,6,may,69,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,no
37,management,married,tertiary,no,1060,no,no,cellular,20,nov,125,3,-1,0,unknown,no
43,self-employed,married,secondary,no,0,no,no,cellular,25,sep,399,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,1778,yes,no,cellular,4,feb,41,1,251,5,failure,no
39,blue-collar,married,unknown,no,295,yes,no,cellular,3,feb,254,1,-1,0,unknown,no
37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,nov,370,2,195,1,other,yes
51,services,married,primary,no,-553,yes,no,unknown,4,jun,149,8,-1,0,unknown,no
49,housemaid,divorced,secondary,no,267,no,no,telephone,9,feb,23,5,-1,0,unknown,no
25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure,yes
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,1,-1,0,unknown,yes
39,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,722,2,-1,0,unknown,no
29,entrepreneur,married,secondary,no,291,yes,no,unknown,2,jun,205,3,-1,0,unknown,no
37,self-employed,married,tertiary,no,0,no,yes,unknown,30,jun,202,1,-1,0,unknown,no
40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,0,unknown,no
52,blue-collar,divorced,primary,no,-57,yes,no,unknown,7,may,114,3,-1,0,unknown,no
28,technician,single,tertiary,no,1050,yes,no,unknown,26,may,293,1,-1,0,unknown,no
43,management,married,secondary,no,392,no,no,unknown,17,jun,332,5,-1,0,unknown,no
49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes
34,admin.,married,secondary,no,560,yes,no,unknown,5,may,198,3,-1,0,unknown,no
39,management,divorced,tertiary,no,5009,yes,no,cellular,18,nov,255,1,126,2,failure,no
38,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,611,2,-1,0,unknown,yes
51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,unknown,yes
35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
41,management,single,tertiary,no,120,no,yes,cellular,24,mar,81,1,49,3,other,no
47,blue-collar,divorced,secondary,no,65,yes,no,unknown,9,may,205,1,-1,0,unknown,no
36,management,married,tertiary,no,1257,no,no,cellular,8,feb,108,9,101,1,other,no
49,technician,married,primary,no,2343,yes,no,unknown,30,may,129,2,-1,0,unknown,no
41,management,married,tertiary,no,5883,no,no,cellular,20,nov,182,2,-1,0,unknown,no
55,technician,married,secondary,no,57,yes,no,unknown,12,jun,331,12,-1,0,unknown,no
34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,unknown,no
57,management,married,secondary,no,3381,yes,no,unknown,15,may,75,1,-1,0,unknown,no
63,unemployed,married,primary,no,0,no,no,telephone,30,nov,337,3,-1,0,unknown,no
34,self-employed,married,tertiary,no,97,yes,no,cellular,28,jul,102,6,-1,0,unknown,no
37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure,no
35,services,divorced,secondary,no,204,yes,no,cellular,17,nov,295,1,186,9,other,no
38,blue-collar,married,primary,no,8251,no,no,unknown,6,jun,194,3,-1,0,unknown,no
80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown,no
63,retired,married,tertiary,no,8103,no,no,cellular,7,aug,258,1,-1,0,unknown,no
55,admin.,single,secondary,no,533,no,no,unknown,5,jun,40,2,-1,0,unknown,no
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no
53,self-employed,married,secondary,no,468,yes,no,unknown,8,may,89,5,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,cellular,24,jul,262,2,-1,0,unknown,no
43,blue-collar,married,primary,no,582,yes,no,telephone,11,may,544,3,-1,0,unknown,no
34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,30,jun,198,2,-1,0,unknown,no
46,management,divorced,secondary,no,145,yes,no,cellular,24,jul,72,5,-1,0,unknown,no
36,management,married,tertiary,no,909,yes,yes,cellular,25,jul,250,3,-1,0,unknown,no
47,admin.,divorced,tertiary,no,846,yes,no,cellular,13,may,85,2,370,2,failure,no
55,services,divorced,primary,no,2923,yes,no,cellular,29,jan,94,1,259,2,failure,no
26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,yes
55,admin.,married,secondary,no,865,yes,no,cellular,8,jul,105,1,82,2,failure,no
48,unemployed,single,unknown,no,11298,yes,no,cellular,9,feb,97,2,-1,0,unknown,no
46,admin.,married,secondary,no,-236,yes,no,telephone,14,may,217,2,-1,0,unknown,no
29,blue-collar,single,secondary,yes,-580,yes,no,unknown,23,jun,123,2,-1,0,unknown,no
40,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,175,1,138,1,failure,no
31,admin.,married,secondary,no,3540,yes,no,cellular,21,nov,441,1,-1,0,unknown,no
60,retired,married,primary,no,949,no,yes,telephone,18,jul,239,2,-1,0,unknown,no
34,management,single,tertiary,no,3282,yes,no,cellular,24,jul,143,4,-1,0,unknown,no
48,management,married,unknown,no,375,no,no,cellular,28,jan,290,3,-1,0,unknown,no
46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,-1,0,unknown,yes
41,blue-collar,married,primary,no,1172,yes,no,unknown,15,may,153,1,-1,0,unknown,no
58,retired,married,primary,no,3260,no,no,telephone,27,oct,27,1,-1,0,unknown,no
45,services,married,secondary,no,27,yes,yes,cellular,31,jul,43,2,-1,0,unknown,no
30,management,single,tertiary,no,102,yes,no,cellular,18,dec,364,3,-1,0,unknown,yes
29,services,married,primary,no,549,yes,no,unknown,5,jun,61,2,-1,0,unknown,no
30,management,single,tertiary,no,77,no,no,cellular,22,jul,267,1,-1,0,unknown,no
43,admin.,married,secondary,no,584,no,no,unknown,20,jun,27,1,-1,0,unknown,no
43,blue-collar,married,primary,no,223,yes,no,cellular,4,feb,112,2,204,2,other,no
30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199,1,-1,0,unknown,no
48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,-1,0,unknown,no
37,technician,married,tertiary,no,183,yes,no,cellular,29,jan,51,1,258,1,failure,no
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,-1,0,unknown,no
47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,nov,454,1,-1,0,unknown,yes
45,management,divorced,tertiary,no,2096,no,no,cellular,13,aug,317,2,-1,0,unknown,no
55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no
52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1944,yes,no,unknown,14,may,222,5,-1,0,unknown,no
35,technician,single,tertiary,no,4,yes,no,cellular,24,jul,155,1,-1,0,unknown,no
56,housemaid,married,primary,no,605,no,no,cellular,19,aug,207,6,-1,0,unknown,no
46,technician,married,secondary,no,399,no,no,cellular,21,jul,156,1,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,199,yes,yes,unknown,12,jun,246,2,-1,0,unknown,no
43,services,married,secondary,no,1625,yes,no,cellular,20,apr,390,1,-1,0,unknown,no
45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure,yes
34,management,married,tertiary,no,498,yes,no,cellular,29,jan,84,1,251,2,failure,no
45,technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no
28,technician,single,secondary,no,-125,yes,no,unknown,9,may,67,3,-1,0,unknown,no
45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success,yes
51,management,divorced,tertiary,no,3415,yes,no,unknown,19,jun,677,1,-1,0,unknown,no
33,services,married,secondary,no,312,yes,yes,cellular,3,feb,7,8,-1,0,unknown,no
46,management,married,tertiary,no,1950,no,no,cellular,4,sep,56,2,-1,0,unknown,no
35,technician,married,secondary,no,561,yes,no,cellular,22,jul,95,1,-1,0,unknown,no
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no
33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
32,blue-collar,single,primary,no,5418,yes,no,unknown,6,jun,25,6,-1,0,unknown,no
43,admin.,divorced,tertiary,no,1440,yes,yes,cellular,21,nov,149,1,175,1,failure,no
46,technician,married,tertiary,no,342,yes,yes,cellular,5,may,84,1,-1,0,unknown,no
27,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,no
26,student,single,secondary,no,47,yes,no,cellular,6,may,273,4,-1,0,unknown,no
48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,no
36,technician,single,secondary,no,1832,yes,no,unknown,8,may,154,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,2076,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,1,-1,0,unknown,yes
25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no
41,management,married,tertiary,no,1072,yes,no,cellular,7,may,199,1,-1,0,unknown,no
34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown,no
37,unemployed,divorced,primary,no,849,yes,no,unknown,7,may,166,1,-1,0,unknown,no
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes
46,technician,married,secondary,no,1427,yes,no,unknown,14,may,32,3,-1,0,unknown,no
58,technician,married,tertiary,no,0,no,no,cellular,25,aug,540,4,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,3302,yes,yes,cellular,18,may,207,3,-1,0,unknown,no
35,technician,married,secondary,no,319,yes,no,unknown,8,may,74,1,-1,0,unknown,no
48,management,married,secondary,no,-876,no,yes,cellular,31,jul,6,16,-1,0,unknown,no
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
45,technician,single,secondary,no,52,no,yes,unknown,2,jul,79,3,-1,0,unknown,no
24,blue-collar,single,primary,no,388,yes,no,cellular,15,may,193,2,-1,0,unknown,no
36,self-employed,single,secondary,no,1173,yes,yes,unknown,20,jun,50,5,-1,0,unknown,no
67,retired,married,unknown,no,6320,no,no,telephone,19,aug,578,2,-1,0,unknown,no
31,management,single,tertiary,no,630,no,no,cellular,4,may,95,2,91,2,failure,no
36,management,single,tertiary,no,1400,yes,no,cellular,11,may,608,3,-1,0,unknown,yes
35,technician,married,secondary,no,1255,no,no,unknown,17,jun,445,2,-1,0,unknown,no
45,technician,married,secondary,no,3583,yes,no,unknown,15,may,191,1,-1,0,unknown,no
35,services,married,secondary,no,211,yes,no,cellular,12,may,187,1,-1,0,unknown,no
39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
37,technician,married,secondary,no,54,yes,yes,cellular,22,jul,106,2,-1,0,unknown,no
42,management,married,tertiary,no,-1613,yes,no,unknown,20,jun,9,18,-1,0,unknown,no
54,unemployed,divorced,secondary,no,3721,yes,no,cellular,30,jul,163,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,no
48,housemaid,married,primary,no,-31,yes,no,cellular,16,jul,128,2,-1,0,unknown,no
38,technician,married,tertiary,no,1004,yes,no,cellular,16,apr,444,2,-1,0,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
55,management,married,secondary,no,964,no,no,cellular,3,feb,66,3,-1,0,unknown,no
55,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,no
47,unknown,married,unknown,no,270,no,no,cellular,6,aug,467,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,-177,yes,no,cellular,14,may,87,1,345,2,other,no
26,services,single,secondary,no,1347,no,no,telephone,6,feb,254,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,171,yes,no,unknown,21,may,151,2,-1,0,unknown,no
54,retired,married,tertiary,no,1778,no,no,cellular,14,aug,319,1,268,2,failure,no
28,self-employed,single,tertiary,no,270,yes,no,cellular,7,may,49,2,345,2,failure,no
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown,yes
29,unemployed,single,tertiary,no,150,yes,no,cellular,5,may,165,1,-1,0,unknown,no
41,technician,married,tertiary,no,532,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
24,admin.,single,secondary,no,845,yes,no,unknown,13,may,105,1,-1,0,unknown,no
30,technician,married,tertiary,no,3192,yes,no,cellular,5,mar,172,2,-1,0,unknown,no
78,retired,divorced,primary,no,527,no,no,cellular,16,sep,193,1,-1,0,unknown,yes
39,unemployed,single,secondary,no,2208,no,no,telephone,22,may,23,2,-1,0,unknown,no
52,management,married,secondary,no,478,yes,no,unknown,14,may,110,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-231,no,yes,cellular,15,jul,779,2,-1,0,unknown,no
57,retired,married,primary,no,592,no,yes,cellular,28,jul,87,5,-1,0,unknown,no
53,entrepreneur,married,primary,no,55,no,no,cellular,2,jun,217,1,-1,0,unknown,no
52,blue-collar,married,primary,no,2144,yes,no,unknown,30,may,60,1,-1,0,unknown,no
34,admin.,married,secondary,no,395,yes,no,cellular,14,apr,258,8,-1,0,unknown,no
70,retired,married,primary,no,2795,no,no,cellular,8,jan,301,2,-1,0,unknown,yes
58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,no
32,management,married,tertiary,no,268,yes,yes,cellular,20,apr,106,3,-1,0,unknown,no
35,management,single,tertiary,no,4,yes,no,unknown,30,may,449,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,471,yes,no,cellular,7,may,104,1,342,2,failure,no
53,admin.,single,secondary,no,1958,no,no,telephone,23,apr,164,4,-1,0,unknown,no
51,management,married,unknown,no,1708,no,no,telephone,29,jan,92,3,-1,0,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,3,jul,155,2,-1,0,unknown,no
44,technician,married,secondary,no,-97,yes,no,unknown,7,may,408,3,-1,0,unknown,no
46,management,married,tertiary,no,1038,yes,yes,unknown,15,may,200,3,-1,0,unknown,no
36,admin.,married,secondary,no,2278,yes,no,cellular,15,may,200,3,298,1,failure,no
35,management,married,tertiary,no,1432,yes,no,cellular,5,may,54,3,-1,0,unknown,no
30,management,married,tertiary,no,1165,yes,yes,cellular,14,aug,80,2,-1,0,unknown,no
27,management,divorced,tertiary,no,148,no,no,cellular,22,jul,174,9,-1,0,unknown,no
46,technician,single,tertiary,no,3133,no,no,cellular,6,aug,411,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,-193,no,no,cellular,18,jul,580,7,-1,0,unknown,no
35,technician,married,tertiary,no,75,no,no,cellular,28,aug,9,19,-1,0,unknown,no
69,retired,married,secondary,no,0,no,no,cellular,16,oct,1580,2,-1,0,unknown,no
34,technician,married,unknown,no,4053,yes,no,unknown,23,may,123,2,-1,0,unknown,no
45,management,married,tertiary,no,6945,no,no,cellular,5,aug,131,5,356,3,failure,no
39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
45,blue-collar,married,primary,no,-455,yes,yes,cellular,31,jul,161,2,-1,0,unknown,no
41,technician,married,secondary,no,11,yes,no,telephone,1,sep,150,1,-1,0,unknown,no
45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,2426,yes,no,cellular,20,nov,308,1,-1,0,unknown,no
37,services,single,primary,no,0,no,yes,unknown,2,jul,372,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,553,no,no,cellular,30,apr,347,3,-1,0,unknown,no
26,student,single,tertiary,no,193,no,no,cellular,3,apr,48,2,-1,0,unknown,no
28,blue-collar,married,primary,no,206,yes,no,cellular,14,may,155,2,-1,0,unknown,no
38,admin.,single,secondary,no,18,no,no,cellular,13,may,296,1,366,6,failure,no
27,blue-collar,single,unknown,no,89,yes,no,unknown,20,may,139,5,-1,0,unknown,no
60,retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
37,management,divorced,secondary,no,1655,yes,no,cellular,12,may,178,1,175,2,failure,no
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,121,yes,yes,cellular,13,may,302,4,-1,0,unknown,no
39,management,single,tertiary,no,1648,no,no,cellular,19,oct,123,1,-1,0,unknown,no
58,blue-collar,married,primary,no,853,no,no,cellular,7,jul,317,3,-1,0,unknown,no
30,entrepreneur,single,primary,no,2816,yes,no,cellular,21,nov,71,1,-1,0,unknown,no
58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,unknown,no
35,technician,married,secondary,no,1546,yes,no,cellular,20,nov,148,4,-1,0,unknown,no
34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,2,-1,0,unknown,yes
55,admin.,married,secondary,no,128,no,no,cellular,20,aug,359,2,-1,0,unknown,no
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,-1,0,unknown,yes
44,blue-collar,married,secondary,no,1087,yes,no,unknown,19,may,100,2,-1,0,unknown,no
60,retired,married,secondary,no,8590,no,no,unknown,5,jun,85,1,-1,0,unknown,no
34,management,married,tertiary,no,1262,no,no,cellular,14,aug,478,1,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,26,aug,181,2,-1,0,unknown,no
28,student,single,tertiary,no,3026,no,no,cellular,3,feb,124,1,-1,0,unknown,no
37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown,no
32,unemployed,single,secondary,no,1249,yes,no,cellular,20,nov,160,1,171,4,other,no
38,blue-collar,married,primary,no,1630,yes,no,cellular,17,jun,101,3,94,19,other,no
41,blue-collar,single,secondary,no,277,yes,no,unknown,7,may,2177,4,-1,0,unknown,no
36,technician,married,secondary,no,30,no,no,cellular,27,aug,111,2,-1,0,unknown,no
32,housemaid,married,secondary,no,30,yes,no,cellular,17,apr,245,5,-1,0,unknown,no
50,management,married,tertiary,no,396,no,no,unknown,11,jun,62,2,-1,0,unknown,no
42,management,married,tertiary,no,2772,yes,no,cellular,2,apr,244,1,-1,0,unknown,no
57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure,no
56,technician,married,secondary,no,62,no,yes,unknown,5,jun,243,1,-1,0,unknown,no
73,retired,married,primary,no,5539,no,no,telephone,6,aug,338,1,-1,0,unknown,yes
49,management,single,tertiary,no,163,yes,no,cellular,30,jan,281,2,269,3,failure,no
40,management,married,secondary,no,363,yes,yes,cellular,26,may,135,1,104,2,failure,no
33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,679,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,2,-1,0,unknown,yes
52,technician,married,secondary,no,136,no,no,cellular,28,aug,88,5,-1,0,unknown,no
60,retired,married,secondary,no,1420,yes,yes,unknown,6,jun,39,4,-1,0,unknown,no
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,1109,yes,no,cellular,19,aug,221,12,-1,0,unknown,no
45,management,married,tertiary,no,2316,yes,no,unknown,26,may,97,3,-1,0,unknown,no
32,blue-collar,married,primary,no,-457,yes,yes,unknown,21,may,288,1,-1,0,unknown,no
45,housemaid,single,secondary,no,5287,no,no,unknown,6,jun,252,2,-1,0,unknown,no
46,blue-collar,single,primary,no,96,yes,no,cellular,19,nov,217,1,-1,0,unknown,no
50,management,married,tertiary,yes,161,no,yes,cellular,18,jul,642,1,-1,0,unknown,no
30,student,single,secondary,no,96,no,no,cellular,4,feb,291,1,-1,0,unknown,no
23,admin.,married,secondary,no,836,yes,no,unknown,27,may,674,1,-1,0,unknown,no
34,services,single,secondary,no,3080,no,no,cellular,29,jan,27,1,-1,0,unknown,no
31,management,married,tertiary,no,804,no,no,cellular,21,nov,128,2,-1,0,unknown,no
54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown,yes
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,1,-1,0,unknown,yes
54,housemaid,married,primary,no,470,no,no,cellular,25,aug,104,6,-1,0,unknown,no
29,services,single,primary,no,95,yes,no,unknown,13,may,266,2,-1,0,unknown,no
28,admin.,single,secondary,no,207,yes,no,cellular,13,may,329,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,476,no,no,cellular,14,jul,173,6,-1,0,unknown,no
50,services,married,secondary,no,2956,yes,no,unknown,14,may,686,1,-1,0,unknown,no
24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,-266,no,yes,unknown,25,jun,322,1,-1,0,unknown,no
39,unemployed,divorced,secondary,no,6322,no,no,unknown,8,may,184,1,-1,0,unknown,no
38,entrepreneur,single,tertiary,yes,0,yes,no,cellular,18,nov,120,1,-1,0,unknown,no
57,blue-collar,divorced,secondary,no,1103,yes,no,cellular,15,jul,98,4,-1,0,unknown,no
30,unemployed,single,secondary,no,8304,no,no,cellular,20,apr,245,1,-1,0,unknown,no
37,technician,divorced,secondary,no,79,no,no,cellular,21,jul,191,1,-1,0,unknown,no
58,technician,divorced,secondary,no,553,yes,no,cellular,28,jul,174,2,-1,0,unknown,no
25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no
52,management,married,tertiary,no,3732,no,no,telephone,18,aug,212,2,-1,0,unknown,no
36,management,married,tertiary,no,406,no,no,cellular,14,aug,123,2,-1,0,unknown,no
51,services,married,secondary,no,421,yes,no,cellular,15,apr,139,2,-1,0,unknown,no
31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown,no
39,unknown,married,primary,no,6999,no,no,cellular,6,aug,111,2,-1,0,unknown,no
57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no
49,entrepreneur,single,tertiary,no,2209,no,no,cellular,18,aug,307,1,-1,0,unknown,no
31,management,married,tertiary,no,3897,yes,no,cellular,8,aug,231,3,-1,0,unknown,no
47,blue-collar,married,primary,no,206,yes,no,unknown,6,may,152,1,-1,0,unknown,no
37,technician,married,secondary,no,41,no,no,cellular,29,aug,127,5,-1,0,unknown,no
28,technician,single,secondary,no,31,no,no,cellular,8,jul,323,2,-1,0,unknown,no
53,admin.,married,secondary,no,0,no,no,telephone,6,sep,353,1,655,5,failure,no
28,blue-collar,married,primary,no,113,yes,no,unknown,8,may,534,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,2752,yes,no,cellular,18,may,165,2,-1,0,unknown,no
44,student,single,unknown,no,5078,no,no,unknown,20,jun,17,5,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,2402,yes,no,unknown,19,may,219,1,-1,0,unknown,no
41,technician,married,secondary,no,3029,yes,no,cellular,17,nov,251,2,-1,0,unknown,no
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,yes
33,technician,single,secondary,no,9,no,yes,cellular,25,aug,145,8,-1,0,unknown,no
32,management,single,tertiary,yes,-3,yes,no,unknown,13,may,500,2,-1,0,unknown,no
52,technician,married,secondary,no,1064,no,no,cellular,14,aug,106,2,-1,0,unknown,no
32,services,single,primary,no,1806,no,yes,cellular,21,jul,126,4,-1,0,unknown,no
33,technician,married,tertiary,no,2976,yes,no,cellular,9,nov,465,2,95,12,other,no
43,entrepreneur,married,primary,no,346,yes,no,cellular,21,nov,9,5,-1,0,unknown,no
42,blue-collar,married,secondary,no,108,yes,no,telephone,31,jul,51,21,-1,0,unknown,no
44,blue-collar,married,primary,no,353,yes,no,unknown,13,may,705,1,-1,0,unknown,no
59,blue-collar,divorced,primary,no,1320,no,no,unknown,9,jun,522,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,261,yes,no,unknown,28,may,611,3,-1,0,unknown,no
37,management,married,tertiary,no,7974,yes,no,cellular,30,oct,176,5,158,7,other,no
20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes
46,technician,married,secondary,no,159,no,yes,cellular,11,aug,139,4,-1,0,unknown,no
56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,feb,47,2,-1,0,unknown,no
39,housemaid,married,primary,no,0,yes,no,cellular,19,aug,92,4,-1,0,unknown,no
25,student,single,secondary,no,3165,no,no,telephone,20,oct,251,2,-1,0,unknown,no
29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown,no
36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
45,blue-collar,single,secondary,no,91,no,yes,cellular,14,jul,55,2,-1,0,unknown,no
36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no
40,admin.,married,unknown,no,3557,yes,no,unknown,29,may,332,1,-1,0,unknown,no
56,unemployed,married,secondary,no,670,no,no,cellular,30,jan,86,1,-1,0,unknown,no
41,blue-collar,married,primary,no,201,yes,no,cellular,4,feb,69,1,1,1,success,no
28,blue-collar,married,primary,no,459,yes,yes,unknown,3,jun,178,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,247,yes,yes,cellular,13,may,114,1,352,5,failure,no
42,technician,married,secondary,no,4466,no,no,cellular,17,nov,158,2,-1,0,unknown,no
35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown,yes
41,admin.,divorced,secondary,no,490,yes,no,cellular,4,aug,182,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,2428,yes,no,cellular,20,nov,9,6,177,16,other,no
34,management,single,tertiary,no,29,yes,no,cellular,13,may,248,2,-1,0,unknown,no
48,technician,married,tertiary,no,150,yes,no,cellular,9,feb,168,2,203,7,failure,no
31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
